22-05-07-17:26:59,22-05-07-17:27:11,22-05-08-01:07:04,22-05-08-01:08:03,22-05-08-01:09:03,22-05-08-01:10:04,22-05-08-01:15:04
20-25 min,20-25 min,Less than 5 min,Less than 5 min,Less than 5 min,Less than 5 min,Less than 5 min
